species,log_svl_mm,repro_mode
Saproscincus_hannahae,3.744787,Oviparous
Saproscincus_lewisi,3.761200,Oviparous
Saproscincus_mustelinus,4.158883,Oviparous
Saproscincus_oriarus,3.761200,Oviparous
Saproscincus_rosei,4.174387,Oviparous
Saproscincus_spectabilis,4.094345,Oviparous
Saproscincus_tetradactylus,3.496508,Oviparous
Scelotes_anguineus,4.418841,Viviparous
Scelotes_arenicolus,4.477337,Viviparous
Scelotes_bidigittatus,4.418841,Viviparous
Scelotes_bipes,4.510860,Viviparous
Scelotes_caffer,4.007333,Viviparous
Scelotes_capensis,4.043051,Viviparous
Scelotes_duttoni,4.158883,Viviparous
Scelotes_fitzsimonsi,4.204693,Viviparous
Scelotes_gronovii,4.248495,Viviparous
Scelotes_guentheri,4.682131,Viviparous
Scelotes_inornatus,4.499810,Viviparous
Scelotes_insularis,4.158883,Viviparous
Scelotes_kasneri,4.859812,Viviparous
Scelotes_limpopoensis,4.442651,Viviparous
Scelotes_mirus,4.442651,Viviparous
Scelotes_montispectus,4.897840,Viviparous
Scelotes_mossambicus,4.317488,Viviparous
Scelotes_poensis,4.356709,Viviparous
Scelotes_sexlineatus,4.584967,Viviparous
Scelotes_uluguruensis,4.477337,Viviparous
Scelotes_vestigifer,4.330733,Viviparous
Scincella_assatus,4.007333,Oviparous
Scincella_barbouri,3.871201,Oviparous
Scincella_boettgeri,4.025352,Oviparous
Scincella_capitanea,4.363099,Oviparous
Scincella_cherriei,4.219508,Oviparous
Scincella_devorator,4.105944,Oviparous
NA,3.947390,Oviparous
Scincella_formosensis,3.856510,Oviparous
Scincella_gemmingeri,4.174387,Oviparous
Scincella_huanrenensis,4.128746,Viviparous
Scincella_lateralis,4.077537,Oviparous
Scincella_melanosticta,4.174387,Oviparous
Scincella_modesta,4.197202,Oviparous
Scincella_monticola,4.077537,Oviparous
NA,3.962716,Oviparous
Scincella_ochracea,3.931826,Oviparous
Scincella_reevesii,4.094345,Viviparous
Scincella_rufocaudatus,3.931826,Oviparous
Scincella_silvicola,4.063885,Oviparous
Scincella_tsinlingensis,4.248495,Viviparous
Scincella_vandenburghi,3.981549,Oviparous
Scincella_victoriana,4.339902,Oviparous
NA,4.128746,Viviparous
Scincopus_fasciatus,5.361292,Oviparous
Scincus_albifasciatus,4.875197,Oviparous
NA,4.718499,Oviparous
Scincus_mitranus,4.905275,Oviparous
Scincus_scincus,4.990433,Oviparous
Sepsina_alberti,4.007333,Viviparous
Sepsina_angolensis,4.510860,Viviparous
Sepsina_copei,4.382027,Viviparous
Sepsina_tetradactyla,4.521789,Viviparous
Anomalopus_pluto,4.330733,Oviparous
NA,3.912023,Oviparous
Sigaloseps_deplanchei,3.828641,Oviparous
Sigaloseps_ruficauda,4.094345,Oviparous
Silvascincus_murrayi,4.682131,Viviparous
Silvascincus_tryoni,4.644391,Viviparous
Simiscincus_aurantiacus,4.465908,Oviparous
Smaug_barbertonensis,4.955827,Viviparous
Smaug_breyeri,4.976734,Viviparous
Smaug_depressus,4.794136,Viviparous
Smaug_giganteus,5.393628,Viviparous
Smaug_mossambicus,4.836282,Viviparous
Smaug_regius,4.976734,Viviparous
Smaug_vandami,4.976734,Viviparous
Smaug_warreni,5.043425,Viviparous
Sphenomorphus_aignanus,4.382027,Oviparous
Sphenomorphus_bacboensis,3.737670,Oviparous
Sphenomorphus_bignelli,3.555348,Oviparous
Sphenomorphus_brunneus,4.465908,Oviparous
Sphenomorphus_buenloicus,4.043051,Oviparous
Sphenomorphus_cinereus,4.653960,Viviparous
Sphenomorphus_concinnatus,4.248495,Viviparous
Sphenomorphus_consobrinus,3.650658,Oviparous
Sphenomorphus_cranei,4.369448,Oviparous
Sphenomorphus_cyanolaemus,4.097672,Oviparous
Sphenomorphus_darlingtoni,4.158883,Oviparous
NA,3.912023,Oviparous
Sphenomorphus_dussumieri,4.158883,Oviparous
Sphenomorphus_fasciatus,4.795791,Oviparous
Sphenomorphus_forbesi,4.077537,Oviparous
Sphenomorphus_fragilis,3.988984,Viviparous
Sphenomorphus_fuscolineatus,4.077537,Oviparous
Sphenomorphus_granulatus,4.248495,Oviparous
Sphenomorphus_haasi,4.043051,Oviparous
Sphenomorphus_incognitus,4.700480,Oviparous
Sphenomorphus_indicus,4.651099,Viviparous
Sphenomorphus_jobiensis,4.753590,Oviparous
Sphenomorphus_kinabaluensis,4.077537,Oviparous
Sphenomorphus_leptofasciatus,4.454347,Viviparous
Sphenomorphus_lineopunctulatus,4.430817,Oviparous
Sphenomorphus_longicaudatus,4.543295,Viviparous
Sphenomorphus_loriae,4.382027,Oviparous
Sphenomorphus_louisiadensis,3.891820,Oviparous
Sphenomorphus_maculatus,4.343805,Oviparous
Sphenomorphus_maindroni,4.343805,Oviparous
Sphenomorphus_melanopogon,4.499810,Oviparous
Sphenomorphus_mimicus,3.737670,Oviparous
Sphenomorphus_minutus,3.713572,Oviparous
Sphenomorphus_muelleri,5.327876,Oviparous
Sphenomorphus_multisquamatus,4.290459,Oviparous
Sphenomorphus_murudensis,3.919991,Oviparous
Sphenomorphus_necopinatus,3.784190,Oviparous
Sphenomorphus_nigriventris,4.499810,Oviparous
Sphenomorphus_nigrolineatus,4.317488,Oviparous
Sphenomorphus_oligolepis,4.007333,Oviparous
Sphenomorphus_orientale,3.988984,Oviparous
Sphenomorphus_papuae,4.382027,Oviparous
Sphenomorphus_praesignis,4.795791,Viviparous
Sphenomorphus_pratti,4.557030,Oviparous
Sphenomorphus_sabanus,4.094345,Oviparous
Sphenomorphus_schultzei,3.850148,Oviparous
Sphenomorphus_scotophilus,4.248495,Oviparous
Sphenomorphus_scutatus,3.784190,Oviparous
Sphenomorphus_simus,4.060443,Oviparous
Sphenomorphus_solomonis,4.369448,Oviparous
Sphenomorphus_striolatus,4.007333,Oviparous
Sphenomorphus_taiwanensis,4.229749,Oviparous
Sphenomorphus_tanneri,3.951244,Oviparous
Sphenomorphus_tonkinensis,3.960813,Oviparous
Sphenomorphus_undulatus,4.219508,Oviparous
Sphenomorphus_vanheurni,4.158883,Oviparous
Spondylurus_anegadae,4.254193,Viviparous
Spondylurus_caicosae,4.351567,Viviparous
Spondylurus_culebrae,4.580877,Viviparous
Spondylurus_fulgidus,4.440296,Viviparous
Spondylurus_haitiae,4.445001,Viviparous
Spondylurus_lineolatus,4.154185,Viviparous
Spondylurus_monae,4.465908,Viviparous
Spondylurus_nitidus,4.559126,Viviparous
Spondylurus_powelli,4.272491,Viviparous
Spondylurus_semitaeniatus,4.417635,Viviparous
Spondylurus_sloanii,4.595120,Viviparous
Lygosoma_bowringii,4.406719,Oviparous
Lygosoma_pruthi,4.043051,Viviparous
Techmarscincus_jigurru,4.382027,Oviparous
Tetradactylus_africanus,4.471639,Oviparous
Tetradactylus_breyeri,4.276666,Oviparous
Tetradactylus_ellenbergeri,4.276666,Oviparous
Tetradactylus_seps,4.219508,Oviparous
Tetradactylus_tetradactylus,4.295924,Oviparous
Tetradactylus_udzungwensis,4.197202,Oviparous
Tiliqua_adelaidensis,4.672829,Viviparous
Tiliqua_gigas,5.837730,Viviparous
Tiliqua_multifasciata,5.703782,Viviparous
Tiliqua_nigrolutea,5.908083,Viviparous
Tiliqua_occipitalis,5.768321,Viviparous
Tiliqua_rugosa,5.857933,Viviparous
Tiliqua_scincoides,5.940171,Viviparous
Tracheloptychus_madagascariensis,4.499810,Oviparous
Tracheloptychus_petersi,4.574711,Oviparous
Trachylepis_acutilabris,4.094345,Oviparous
Trachylepis_affinis,4.418841,Oviparous
Trachylepis_albilabris,4.317488,Oviparous
NA,4.174387,Oviparous
Trachylepis_atlantica,4.635699,Oviparous
Trachylepis_aureopunctata,4.406719,Oviparous
Trachylepis_bayonii,4.406719,Viviparous
Trachylepis_bensonii,4.094345,Oviparous
Trachylepis_bocagii,4.290459,Viviparous
NA,4.147885,Viviparous
Trachylepis_boettgeri,4.007333,Oviparous
Trachylepis_boulengeri,4.718499,Oviparous
Trachylepis_brauni,4.406719,Viviparous
Trachylepis_brevicollis,5.192957,Viviparous
Trachylepis_buettneri,4.499810,Oviparous
Trachylepis_comorensis,4.718499,Oviparous
Trachylepis_depressa,4.465908,Oviparous
Trachylepis_dichroma,5.225747,Viviparous
NA,4.382027,Oviparous
Trachylepis_gravenhorstii,4.543295,Oviparous
Trachylepis_homalocephala,4.584967,Oviparous
Trachylepis_infralineata,4.682131,Oviparous
Trachylepis_irregularis,4.317488,Viviparous
Trachylepis_lacertiformis,3.988984,Oviparous
Trachylepis_lavarambo,4.110874,Oviparous
Trachylepis_maculilabris,4.584967,Oviparous
Trachylepis_madagascariensis,4.356709,Oviparous
Trachylepis_makolowodei,4.828314,Oviparous
Trachylepis_margaritifera,4.787492,Oviparous
Trachylepis_megalura,4.442651,Viviparous
Trachylepis_mlanjensis,4.356709,Viviparous
Trachylepis_nganghae,4.094345,Viviparous
Trachylepis_perrotetii,5.192957,Oviparous
Trachylepis_planifrons,4.753590,Oviparous
Trachylepis_polytropis,4.736198,Oviparous
Trachylepis_pulcherrima,4.795791,Oviparous
Trachylepis_punctatissima,4.672829,Viviparous
Trachylepis_punctulata,4.094345,Viviparous
Trachylepis_quinquetaeniata,5.017280,Oviparous
NA,4.382027,Viviparous
Trachylepis_rodenburgi,4.317488,Oviparous
Trachylepis_sechellensis,4.672829,Oviparous
Trachylepis_sparsa,4.682131,Viviparous
Trachylepis_spilogaster,4.532599,Viviparous
Trachylepis_striata,4.727388,Viviparous
Trachylepis_tavaratra,4.127134,Viviparous
Trachylepis_tessellata,4.605170,Oviparous
NA,4.587006,Oviparous
Trachylepis_variegata,4.043051,Viviparous
Trachylepis_vato,4.007333,Oviparous
Trachylepis_wrightii,5.075174,Oviparous
Tribolonotus_annectens,3.912023,Oviparous
Tribolonotus_blanchardi,3.688879,Oviparous
Tribolonotus_brongersmai,4.158883,Oviparous
Tribolonotus_gracilis,4.634729,Oviparous
Tribolonotus_novaeguineae,4.634729,Oviparous
Tribolonotus_ponceleti,4.828314,Oviparous
Tribolonotus_pseudoponceleti,4.330733,Oviparous
Tribolonotus_schmidti,3.713572,Viviparous
Tropidophorus_assamensis,4.310799,Viviparous
Tropidophorus_baconi,4.837868,Viviparous
Tropidophorus_baviensis,4.574711,Viviparous
Tropidophorus_beccarii,4.584967,Viviparous
Tropidophorus_berdmorei,4.574711,Viviparous
Tropidophorus_brookei,4.700480,Viviparous
Tropidophorus_cocincinensis,4.615121,Viviparous
Tropidophorus_davaoensis,4.882802,Viviparous
Tropidophorus_grayi,4.781641,Viviparous
Tropidophorus_hainanus,4.056989,Viviparous
Tropidophorus_hangnam,4.617099,Viviparous
Tropidophorus_iniquus,4.564348,Viviparous
Tropidophorus_laotus,4.499810,Viviparous
Tropidophorus_latiscutatus,4.624973,Viviparous
Tropidophorus_matsuii,4.544358,Viviparous
Tropidophorus_microlepis,4.418841,Viviparous
Tropidophorus_micropus,3.688879,Viviparous
Tropidophorus_misaminius,4.720283,Viviparous
Tropidophorus_mocquardii,4.553877,Viviparous
Tropidophorus_murphyi,4.567468,Viviparous
Tropidophorus_noggei,4.702297,Viviparous
Tropidophorus_partelloi,4.844187,Viviparous
Tropidophorus_perplexus,4.290459,Viviparous
Tropidophorus_robinsoni,4.356709,Viviparous
NA,4.516339,Viviparous
Tropidophorus_sinicus,4.262680,Viviparous
Tropidophorus_thai,4.382027,Viviparous
Tropidoscincus_aubrianus,4.799914,Oviparous
Tropidoscincus_boreus,4.553877,Oviparous
Tropidoscincus_variabilis,4.553877,Oviparous
Tumbunascincus_luteilateralis,4.718499,Viviparous
Typhlacontias_brevipes,4.890349,Viviparous
Typhlacontias_gracilis,4.454347,Viviparous
Typhlacontias_johnsonii,4.762174,Viviparous
Typhlacontias_kataviensis,4.330733,Viviparous
Typhlacontias_punctatissimus,4.454347,Viviparous
Typhlacontias_rohani,4.499810,Viviparous
Typhlacontias_rudebecki,4.406719,Viviparous
Typhlosaurus_braini,5.298317,Viviparous
Typhlosaurus_caecus,5.361292,Viviparous
Typhlosaurus_lomiae,4.736198,Viviparous
Typhlosaurus_meyeri,5.236442,Viviparous
Typhlosaurus_vermis,5.627621,Viviparous
Tytthoscincus_aesculeticola,3.761200,Oviparous
Sphenomorphus_bukitensis,3.784190,Oviparous
Tytthoscincus_hallieri,4.043051,Oviparous
Sphenomorphus_temmincki,4.025352,Oviparous
Varzea_altamazonica,4.576771,Viviparous
Varzea_bistriata,4.691348,Viviparous
Voeltzkowia_mira,4.382027,Oviparous
Xantusia_arizonae,4.094345,Viviparous
Xantusia_bezyi,4.248495,Viviparous
Xantusia_bolsonae,4.043051,Viviparous
Xantusia_extorris,3.761200,Viviparous
Xantusia_gilberti,3.784190,Viviparous
Xantusia_gracilis,4.262680,Viviparous
Xantusia_henshawi,4.262680,Viviparous
Xantusia_riversiana,4.762174,Viviparous
Xantusia_sanchezi,4.007333,Viviparous
Xantusia_sierrae,3.931826,Viviparous
Xantusia_vigilis,4.248495,Viviparous
Xantusia_wigginsi,3.784190,Viviparous
Zonosaurus_anelanelany,4.532599,Oviparous
Zonosaurus_bemaraha,4.317488,Oviparous
Zonosaurus_boettgeri,4.787492,Oviparous
Zonosaurus_haraldmeieri,4.941642,Oviparous
Zonosaurus_karsteni,4.890349,Oviparous
Zonosaurus_laticaudatus,5.135798,Oviparous
Zonosaurus_madagascariensis,4.941642,Oviparous
Zonosaurus_maximus,5.505332,Oviparous
Zonosaurus_rufipes,4.477337,Oviparous
Acanthophis_antarcticus,6.715383,Viviparous
NA,6.318968,Viviparous
Achalinus_formosanus,6.579251,Oviparous
Achalinus_meiguensis,6.253829,Oviparous
Achalinus_rufescens,5.347108,Oviparous
Achalinus_spinalis,6.244167,Oviparous
Acrantophis_dumerili,7.443078,Viviparous
Acrochordus_javanicus,7.346010,Viviparous
Adelphicos_latifasciatum,5.913503,Oviparous
Taeniophallus_occipitalis,6.115892,Oviparous
Agkistrodon_russeolus,6.756932,Viviparous
NA,6.733402,Viviparous
NA,6.824374,Viviparous
Ahaetulla_perroteti,6.182085,Viviparous
Ahaetulla_pulverulenta,6.717805,Viviparous
Aipysurus_eydouxii,6.684612,Viviparous
Lamprophis_guttatus,6.257668,Oviparous
Alsophis_antiguae,6.939254,Oviparous
Alsophis_antillensis,6.835185,Oviparous
Alsophis_manselli,6.845880,Oviparous
Alsophis_rijgersmaei,6.672033,Oviparous
Alsophis_rufiventris,6.824374,Viviparous
Alsophis_sanctonum,6.802395,Oviparous
Alsophis_sibonius,6.807935,Oviparous
Amblyodipsas_katangensis,5.843544,Oviparous
Amblyodipsas_polylepis,6.956545,Oviparous
Amblyodipsas_ventrimaculata,6.098074,Oviparous
Amphiesmoides_ornaticeps,6.741701,Oviparous
Anilius_scytale,6.767343,Viviparous
Anomochilus_weberi,5.739793,Oviparous
Simoselaps_warro,6.013715,Oviparous
Antaresia_childreni,6.966024,Oviparous
Antaresia_maculosa,7.185387,Oviparous
Antaresia_perthensis,6.507278,Oviparous
Aparallactus_capensis,5.780744,Oviparous
Aparallactus_guentheri,5.940171,Oviparous
Aparallactus_lunulatus,6.063785,Oviparous
Aparallactus_moeruensis,5.736572,Oviparous
Tomodon_orestes,6.104793,Viviparous
Apostolepis_albicollaris,6.111467,Oviparous
Apostolepis_ambiniger,6.396930,Oviparous
Apostolepis_assimilis,6.659294,Oviparous
Apostolepis_breviceps,5.958425,Oviparous
Apostolepis_dimidiata,6.452049,Oviparous
Apostolepis_dorbignyi,6.107023,Oviparous
Apostolepis_flavotorquata,6.791221,Oviparous
Apostolepis_goiasensis,6.098074,Oviparous
Apostolepis_intermedia,5.852202,Oviparous
Apostolepis_longicaudata,5.587249,Oviparous
Apostolepis_multicincta,6.139885,Oviparous
Apostolepis_nelsonjorgei,5.537334,Oviparous
Apostolepis_nigroterminata,5.913503,Oviparous
Apostolepis_ammodites,6.530878,Oviparous
Apostolepis_vittata,6.131226,Oviparous
Archelaphe_bella,6.812345,Oviparous
NA,7.003065,Oviparous
Arrhyton_ainictum,5.894403,Oviparous
Arrhyton_dolichura,5.641907,Oviparous
Arrhyton_procerum,5.587249,Oviparous
Arrhyton_redimitum,5.521461,Oviparous
Arrhyton_supernum,5.541264,Oviparous
Arrhyton_taeniatum,6.124683,Oviparous
Arrhyton_tanyplectum,5.771441,Oviparous
Arrhyton_vittatum,5.332719,Oviparous
Aspidelaps_lubricus,6.450470,Oviparous
Aspidites_melanocephalus,7.687080,Oviparous
Aspidites_ramsayi,7.696213,Oviparous
Asthenodipsas_laevis,5.852202,Oviparous
Asthenodipsas_lasgalenensis,6.336826,Oviparous
Asthenodipsas_malaccanus,5.950643,Oviparous
Asthenodipsas_tropidonotus,6.313548,Oviparous
Asthenodipsas_vertebralis,6.413459,Oviparous
Atheris_katangensis,5.814131,Viviparous
Atheris_rungweensis,6.309918,Viviparous
Atractaspis_bibronii,6.476972,Oviparous
NA,6.535241,Oviparous
Atractaspis_congica,6.226537,Oviparous
Atractaspis_engaddensis,6.679599,Oviparous
Atractus_acheronius,6.284134,Oviparous
Atractus_badius,5.966147,Oviparous
Atractus_bocki,5.913503,Oviparous
Atractus_charitoae,4.905275,Oviparous
Atractus_franciscopaivai,5.560682,Oviparous
Atractus_fuliginosus,6.028279,Oviparous
Atractus_heliobelluomini,5.030438,Oviparous
Atractus_latifrons,6.255750,Oviparous
Atractus_lehmanni,5.690359,Oviparous
Atractus_major,6.893656,Oviparous
Atractus_manizalesensis,5.817111,Oviparous
NA,5.971262,Oviparous
Atractus_microrhynchus,5.680173,Oviparous
Atractus_multidentatus,5.075174,Oviparous
Atractus_natans,5.991465,Oviparous
Atractus_pantostictus,6.150603,Oviparous
Atractus_paraguayensis,6.194405,Oviparous
NA,6.721426,Oviparous
Atractus_punctiventris,6.059123,Oviparous
Atractus_reticulatus,5.686975,Oviparous
Atractus_roulei,6.093570,Oviparous
Atractus_snethlageae,6.040255,Oviparous
Atractus_tamessari,5.955837,Oviparous
Atractus_trihedrurus,6.917706,Oviparous
Atractus_zebrinus,6.431331,Oviparous
Atretium_schistosum,6.840547,Oviparous
Austrelaps_labialis,6.626718,Viviparous
Austrelaps_ramsayi,6.937314,Viviparous
Austrelaps_superbus,7.126891,Viviparous
Bamanophis_dorri,6.684612,Oviparous
Bitia_hydroides,6.579251,Viviparous
Bitis_arietans,7.090077,Viviparous
Bitis_atropos,6.194405,Viviparous
Bitis_gabonica,7.146772,Viviparous
Bitis_nasicornis,7.235619,Viviparous
Boaedon_capensis,7.077498,Oviparous
Boaedon_fuliginosus,6.558198,Oviparous
Boaedon_lineatus,6.684612,Oviparous
NA,5.799093,Oviparous
Boaedon_olivaceus,6.545350,Oviparous
Boiga_beddomei,6.806829,Oviparous
Boiga_bourreti,6.937314,Oviparous
Boiga_ceylonensis,6.638568,Oviparous
Boiga_cyanea,7.233455,Oviparous
Boiga_dightoni,6.907755,Oviparous
Boiga_flaviviridis,6.588926,Oviparous
Boiga_guangxiensis,7.464510,Oviparous
Boiga_irregularis,7.110696,Oviparous
Boiga_multomaculata,6.864848,Oviparous
Boiga_nuchalis,6.917706,Oviparous
Boiga_philippina,7.073270,Oviparous
Boiruna_maculata,7.559559,Oviparous
Boiruna_sertaneja,7.570443,Oviparous
Borikenophis_portoricensis,6.827629,Oviparous
Borikenophis_sanctaecrucis,6.932448,Oviparous
Borikenophis_variegatus,6.717805,Oviparous
NA,6.658011,Viviparous
NA,6.709304,Viviparous
Bothrops_alcatraz,6.259581,Viviparous
Bothrops_alternatus,7.122867,Viviparous
Bothrops_ammodytoides,6.345636,Viviparous
Bothrops_atrox,7.329750,Viviparous
Bothrops_diporus,6.756932,Viviparous
Bothrops_insularis,6.777647,Viviparous
Bothrops_itapetiningae,6.345636,Viviparous
Bothrops_jararaca,7.282074,Viviparous
Bothrops_jararacussu,7.495542,Viviparous
Bothrops_jonathani,6.684612,Viviparous
Bothrops_lutzi,6.539586,Viviparous
Bothrops_matogrossensis,6.777647,Viviparous
Bothrops_moojeni,6.860664,Viviparous
Bothrops_muriciensis,6.646391,Viviparous
Bothrops_pauloensis,6.796824,Viviparous
NA,4.744932,Oviparous
Brachyurophis_approximans,5.774552,Oviparous
Brachyurophis_australis,5.820083,Oviparous
Brachyurophis_fasciolatus,5.863631,Oviparous
Brachyurophis_incinctus,5.690359,Oviparous
Brachyurophis_roperi,5.840642,Oviparous
Brachyurophis_semifasciatus,5.817111,Oviparous
Bungarus_candidus,6.848005,Oviparous
Bungarus_fasciatus,7.106606,Oviparous
Bungarus_niger,7.064759,Oviparous
Bungarus_slowinskii,7.085901,Oviparous
NA,7.064759,Oviparous
Caaeteboia_amarali,5.955837,Oviparous
Cacophis_harriettae,6.190315,Oviparous
Cacophis_krefftii,5.808142,Oviparous
Cacophis_squamulosus,6.572283,Oviparous
Calabaria_reinhardtii,6.786717,Oviparous
Calamaria_gialaiensis,6.040255,Oviparous
Calamaria_yunnanensis,6.194405,Oviparous
Calamophis_katesandersae,5.370638,Viviparous
Calliophis_beddomei,6.253829,Oviparous
Candoia_aspera,6.835185,Viviparous
Candoia_bibroni,7.286192,Viviparous
Candoia_carinata,7.056175,Viviparous
Caraiba_andreae,6.551080,Oviparous
Causus_bilineatus,6.356108,Oviparous
Causus_defilippii,5.971262,Oviparous
Causus_lichtensteinii,6.437752,Oviparous
Causus_maculatus,6.302619,Oviparous
Causus_rasmusseni,6.429719,Oviparous
Causus_resimus,6.315358,Oviparous
Causus_rhombeatus,6.721426,Oviparous
Cerastes_cerastes,6.614726,Oviparous
Cerastes_gasperettii,6.617403,Oviparous
Cerastes_vipera,5.686975,Viviparous
Cerberus_rynchops,6.628041,Viviparous
Chamaelycus_christyi,5.771441,Oviparous
Chamaelycus_parkeri,5.723585,Oviparous
Chilabothrus_angulifer,8.294050,Viviparous
Chilabothrus_exsul,6.697034,Viviparous
Chilabothrus_fordii,6.756932,Viviparous
Chilabothrus_gracilis,6.856462,Viviparous
NA,6.646391,Viviparous
Chilabothrus_inornatus,7.625595,Viviparous
Chilabothrus_monensis,7.114769,Viviparous
Chilabothrus_striatus,7.753624,Viviparous
Chilorhinophis_gerardi,6.300786,Oviparous
Chironius_bicarinatus,6.791221,Oviparous
Chironius_exoletus,6.880384,Oviparous
Chironius_flavolineatus,6.779922,Oviparous
Chironius_fuscus,6.998510,Oviparous
NA,6.756932,Oviparous
Chironius_laurenti,7.275865,Oviparous
Chironius_maculoventris,6.665684,Oviparous
Chironius_quadricarinatus,6.972606,Oviparous
Chironius_scurrulus,7.323171,Oviparous
Philodryas_laticeps,7.305860,Oviparous
Clelia_clelia,7.782390,Oviparous
Clelia_equatoriana,7.244228,Oviparous
Clelia_errabunda,7.229839,Oviparous
Clelia_hussami,6.984716,Oviparous
Clelia_plumbea,7.933797,Oviparous
Clelia_scytalina,7.081709,Oviparous
Coniophanes_andresensis,6.309918,Oviparous
Conopsis_acuta,5.416100,Viviparous
Conopsis_amphisticha,5.459586,Viviparous
Conopsis_biserialis,5.799093,Viviparous
Conopsis_lineata,5.609472,Viviparous
Conopsis_megalodon,5.521461,Viviparous
Conopsis_nasus,5.768321,Viviparous
Corallus_annulatus,7.346010,Viviparous
Corallus_caninus,7.444249,Viviparous
Corallus_cookii,7.225481,Viviparous
Corallus_cropanii,7.319865,Viviparous
Corallus_grenadensis,7.393263,Viviparous
Corallus_hortulanus,7.542744,Viviparous
Coronella_girondica,6.522093,Oviparous
Trimeresurus_malabaricus,6.507278,Viviparous
Crotalus_durissus,7.422971,Viviparous
Crotalus_ericsmithi,6.118097,Viviparous
Crotalus_horridus,7.426549,Viviparous
Crotalus_lannomi,6.343880,Viviparous
Crotalus_ornatus,7.170120,Viviparous
Crotalus_pricei,6.100319,Viviparous
NA,7.008505,Viviparous
Crotaphopeltis_barotseensis,6.300786,Oviparous
Crotaphopeltis_hotamboeia,6.621406,Oviparous
Crotaphopeltis_tornieri,6.340359,Oviparous
Cryptophis_boschmai,6.224558,Viviparous
Cryptophis_nigrescens,6.629363,Viviparous
Cryptophis_nigrostriatus,6.126869,Viviparous
Cryptophis_pallidiceps,6.291569,Viviparous
Cubophis_cantherigerus,7.021084,Oviparous
Cubophis_caymanus,7.195187,Oviparous
Cubophis_fuscicauda,6.551080,Oviparous
Cubophis_ruttyi,6.733402,Oviparous
Cubophis_vudii,6.733402,Oviparous
Cyclocorus_lineatus,6.115892,Oviparous
Cylindrophis_engkariensis,6.159095,Viviparous
Dasypeltis_confusa,6.597146,Oviparous
Dasypeltis_inornata,6.687109,Oviparous
Dasypeltis_medici,6.815640,Oviparous
Dasypeltis_scabra,6.871091,Oviparous
Demansia_olivacea,6.311735,Oviparous
Demansia_psammophis,6.727432,Oviparous
NA,6.625392,Oviparous
Demansia_torquata,6.536692,Oviparous
Demansia_vestigiata,7.282761,Oviparous
Dendrelaphis_bifrenalis,6.470800,Oviparous
Dendrelaphis_biloreatus,6.800170,Oviparous
NA,6.517671,Oviparous
Dendrelaphis_calligastra,7.102499,Oviparous
Dendrelaphis_cyanochloris,6.840547,Oviparous
Dendrelaphis_girii,6.610696,Oviparous
Dendrelaphis_luzonensis,7.166266,Oviparous
Dendrelaphis_ngansonensis,6.937314,Oviparous
Dendrelaphis_punctulatus,7.333023,Oviparous
Dendroaspis_angusticeps,7.299797,Oviparous
Dendroaspis_jamesoni,7.590852,Oviparous
Dendroaspis_polylepis,7.835975,Oviparous
Denisonia_devisi,6.137727,Viviparous
Denisonia_maculata,6.011267,Viviparous
Diaphorolepis_laevis,5.857933,Oviparous
Diaphorolepis_wagneri,6.261492,Oviparous
Taeniophallus_bilineatus,5.598422,Oviparous
Taeniophallus_persimilis,5.743003,Oviparous
Taeniophallus_poecilopogon,5.627621,Oviparous
Dipsadoboa_aulica,6.492240,Oviparous
Dipsadoboa_flavida,6.371612,Oviparous
Dipsadoboa_shrevei,6.753438,Oviparous
Dipsas_albifrons,6.380123,Oviparous
Dipsas_alternans,6.400257,Oviparous
Dipsas_andiana,6.612041,Oviparous
NA,6.142037,Oviparous
Dipsas_brevifacies,6.045005,Oviparous
Dipsas_bucephala,6.216606,Oviparous
Dipsas_catesbyi,6.393591,Oviparous
Dipsas_chaparensis,6.975414,Oviparous
Dipsas_elegans,6.532334,Oviparous
Dipsas_ellipsifera,6.363028,Oviparous
Dipsas_gaigeae,6.126869,Oviparous
Dipsas_gracilis,6.380123,Oviparous
Dipsas_indica,7.050123,Oviparous
Dipsas_petersi,6.496775,Oviparous
Sibynomorphus_lavillai,6.003887,Oviparous
Sibynomorphus_mikanii,6.418365,Oviparous
Sibynomorphus_neuwiedi,6.492240,Oviparous
Dipsas_oreas,6.665684,Oviparous
Dipsas_pavonina,6.613384,Oviparous
Dipsas_pratti,6.507278,Oviparous
Dipsas_sazimai,6.210600,Oviparous
Dipsas_temporalis,6.102559,Oviparous
Sibynomorphus_turgidus,6.194405,Oviparous
Sibynomorphus_ventrimaculatus,6.357842,Oviparous
Dipsas_vermiculata,6.244167,Oviparous
Dipsina_multimaculata,5.686975,Oviparous
NA,7.012115,Oviparous
Dispholidus_typus,7.277248,Oviparous
Hierophis_andreanus,6.620073,Oviparous
Dolichophis_schmidti,7.170120,Oviparous
Drepanoides_anomalus,6.495266,Oviparous
Dromicodryas_bernieri,6.848005,Oviparous
Dromicodryas_quadrilineatus,6.877296,Oviparous
Drymarchon_corais,7.603399,Oviparous
Thamnodynastes_almae,6.436150,Viviparous
Thamnodynastes_ceibae,6.104793,Viviparous
Thamnodynastes_chaquensis,6.428105,Viviparous
Thamnodynastes_chimanta,5.789960,Viviparous
Thamnodynastes_corocoroensis,5.560682,Viviparous
Thamnodynastes_dixoni,6.263398,Viviparous
Thamnodynastes_duida,6.120297,Viviparous
